ad_id,city_id,category_id,market,date_posted,date_expired,price_per_sqm,price,rooms_num
62925670,26,101,primary,3/28/2022,5/12/2022,15968,1390000,3
62782198,26,101,primary,2/17/2022,6/23/2022,16000,758560,2
62857662,26,101,primary,3/9/2022,4/30/2022,9066,489590,3
61551941,26,101,primary,2/25/2021,6/20/2022,8870,691594,3
62818252,26,101,secondary,2/25/2022,3/5/2022,12799,375000,1
62779607,26,101,primary,2/16/2022,6/16/2022,14415,700000,2
62821889,26,101,secondary,2/28/2022,2/28/2022,10627,495000,2
62820291,26,101,secondary,2/27/2022,3/29/2022,12553,590000,2
62885119,26,101,secondary,3/16/2022,4/16/2022,12232,570000,2
62784300,1004,101,secondary,2/17/2022,5/27/2022,5806,209000,2
62889296,26,101,secondary,3/17/2022,4/21/2022,10906,698000,4
62926716,26,101,secondary,3/28/2022,5/23/2022,13191,649000,2
62801598,26,101,primary,2/22/2022,3/24/2022,12000,538200,2
62778763,26,101,primary,2/16/2022,6/16/2022,10650,663175,2
62834218,26,101,secondary,3/2/2022,6/2/2022,19548,2250000,4
62800580,26,101,secondary,2/21/2022,7/2/2022,9583,499000,2
62892039,1004,101,secondary,3/18/2022,3/18/2022,6057,450000,3
62838218,26,101,primary,3/3/2022,4/2/2022,10823,507816,2
62856794,1004,101,primary,3/9/2022,5/8/2022,7800,564954,3
62761985,26,101,primary,2/11/2022,6/11/2022,19558,1000000,3
62751688,26,101,primary,2/9/2022,2/21/2022,11404,593000,3
62915204,26,101,secondary,3/24/2022,4/26/2022,9957,619000,3
62892361,26,101,secondary,3/18/2022,4/21/2022,16764,860000,2
62794305,1004,101,secondary,2/20/2022,3/10/2022,5717,258000,2
62919265,26,101,secondary,3/25/2022,5/26/2022,14472,1099900,3
62864965,26,101,secondary,3/11/2022,4/10/2022,23907,1350000,2
62919989,26,101,secondary,3/26/2022,5/25/2022,13000,780000,3
62926264,1004,101,secondary,3/28/2022,6/3/2022,7170,489000,3
62778971,26,101,secondary,2/16/2022,4/28/2022,15293,574999,2
62756458,26,101,secondary,2/10/2022,3/12/2022,12200,610000,3
62866252,26,101,primary,3/11/2022,6/9/2022,12098,500000,2
62835536,26,101,primary,3/3/2022,7/1/2022,12335,700000,3
62906482,26,101,primary,3/22/2022,3/24/2022,11404,593000,3
62751494,26,101,primary,2/9/2022,6/9/2022,15654,600000,2
62817556,26,101,secondary,2/25/2022,3/27/2022,14974,569000,2
62885724,26,101,secondary,3/16/2022,5/25/2022,12439,765000,3
62906800,26,101,primary,3/22/2022,4/30/2022,17894,1537950,4
62900175,26,101,secondary,3/21/2022,6/2/2022,15335,1440000,3
62932238,26,101,secondary,3/30/2022,6/1/2022,11042,530000,3
62735153,26,101,primary,2/4/2022,3/6/2022,13700,599101,2
62797324,26,101,secondary,2/21/2022,3/4/2022,13000,684320,2
62726019,26,101,secondary,2/2/2022,3/4/2022,9969,650000,3
62907695,26,101,secondary,3/23/2022,4/22/2022,15962,415000,1
62889281,1004,101,secondary,3/17/2022,3/22/2022,5016,311000,3
62734575,26,101,secondary,2/4/2022,4/6/2022,11099,1268000,4
62812794,26,101,primary,2/24/2022,4/19/2022,18500,851185,2
62863166,26,101,secondary,3/10/2022,4/9/2022,14668,625000,3
62903866,26,101,primary,3/22/2022,6/20/2022,11241,700000,3
62908720,26,101,secondary,3/23/2022,6/21/2022,9896,1999000,5
62778889,26,101,secondary,2/16/2022,4/18/2022,16081,595000,2
62898626,26,101,secondary,3/21/2022,6/19/2022,14048,590000,2
62847191,1004,101,secondary,3/7/2022,4/6/2022,8824,375000,2
62755666,26,101,secondary,2/10/2022,6/10/2022,9000,591300,3
62808081,26,101,secondary,2/23/2022,4/25/2022,14465,1299000,4
62888964,26,101,secondary,3/17/2022,3/25/2022,10650,999000,3
62858179,26,101,secondary,3/9/2022,6/2/2022,11935,444000,2
62789424,26,101,primary,2/18/2022,6/18/2022,22343,1600000,3
62888253,1004,101,primary,3/17/2022,3/22/2022,7478,381245,3
62841791,26,101,primary,3/4/2022,7/2/2022,20115,702000,1
62872159,26,101,secondary,3/13/2022,5/12/2022,16782,730000,2
62736959,26,101,secondary,2/4/2022,4/15/2022,12621,650000,3
62875865,26,101,secondary,3/14/2022,3/30/2022,10997,750000,4
62772434,26,101,primary,2/15/2022,3/18/2022,7412,845000,3
62749853,1004,101,primary,2/8/2022,3/10/2022,7914,402493,3
62823359,26,101,primary,2/28/2022,6/28/2022,11751,810840,3
62764666,26,101,secondary,2/12/2022,5/2/2022,18462,1200000,2
61618740,1004,101,secondary,3/13/2021,7/6/2022,6597,204500,2
62926426,1004,101,secondary,3/28/2022,6/26/2022,6111,275000,2
62879336,26,101,secondary,3/15/2022,6/13/2022,12338,950000,3
62905774,26,101,primary,3/22/2022,5/21/2022,27344,700000,1
62875402,26,101,primary,3/14/2022,4/13/2022,9271,699000,4
62752563,1004,101,secondary,2/9/2022,3/11/2022,7595,319000,2
62934160,26,101,secondary,3/30/2022,4/3/2022,12125,388000,1
62751451,26,101,primary,2/9/2022,6/9/2022,14083,1000000,4
62813560,26,101,secondary,2/24/2022,3/23/2022,16306,799000,2
62742456,26,101,primary,2/7/2022,4/8/2022,10475,1300000,3
62816168,26,101,secondary,2/25/2022,6/29/2022,10236,650000,3
62873843,1004,101,primary,3/14/2022,5/13/2022,7500,435225,3
62767147,26,101,primary,2/13/2022,3/8/2022,13130,981468,4
62773597,26,101,primary,2/15/2022,3/29/2022,13260,638989,3
62886181,26,101,secondary,3/17/2022,4/1/2022,10985,580000,3
62732996,1004,101,secondary,2/3/2022,3/5/2022,6285,269000,2
62735009,26,101,primary,2/4/2022,2/17/2022,11681,605061,4
62854807,26,101,secondary,3/8/2022,6/2/2022,19182,1440000,3
62729788,26,101,primary,2/3/2022,3/5/2022,12647,653084,2
62826421,26,101,primary,3/1/2022,6/30/2022,22439,933000,2
62915279,1004,101,secondary,3/24/2022,5/31/2022,6487,369787,3
62735332,26,101,secondary,2/4/2022,5/11/2022,11386,501000,3
62780388,26,101,secondary,2/16/2022,5/13/2022,13917,669000,3
62776131,26,101,primary,2/15/2022,6/15/2022,14660,700000,2
62849347,26,101,secondary,3/7/2022,3/24/2022,16205,1499000,3
62728405,1004,101,secondary,2/2/2022,2/22/2022,6396,339000,3
62927684,26,101,secondary,3/29/2022,4/28/2022,24701,930000,2
62813607,26,101,primary,2/24/2022,6/24/2022,26202,2176106,3
62781383,26,101,secondary,2/16/2022,5/4/2022,10986,758000,3
62783647,1004,101,secondary,2/17/2022,4/11/2022,6057,228000,2
62819492,26,101,secondary,2/26/2022,3/19/2022,11231,520000,2
62725032,26,101,secondary,2/2/2022,4/28/2022,12000,480000,1
62848049,26,101,primary,3/7/2022,7/5/2022,14606,900000,3
62809918,26,101,primary,2/23/2022,3/29/2022,10516,710850,4
62934170,26,101,primary,3/30/2022,4/29/2022,19500,879645,2
62757264,26,101,primary,2/10/2022,6/10/2022,13752,600000,2
62835526,26,101,primary,3/3/2022,7/1/2022,12333,700000,3
62854076,26,101,primary,3/8/2022,4/7/2022,10283,545000,3
62902807,26,101,secondary,3/22/2022,4/21/2022,19585,1320000,3
62787177,1004,101,primary,2/18/2022,3/20/2022,10231,500000,2
62728463,26,101,primary,2/2/2022,3/9/2022,17090,1639100,4
62739658,26,101,secondary,2/6/2022,3/8/2022,12469,798000,4
62884616,26,101,secondary,3/16/2022,4/19/2022,12198,1133220,4
62754123,1004,101,primary,2/9/2022,3/11/2022,8951,445500,3
62866445,26,101,primary,3/11/2022,4/2/2022,14443,635500,2
62789245,26,101,primary,2/18/2022,3/29/2022,10975,745989,3
62782709,26,101,secondary,2/17/2022,2/25/2022,10465,450000,3
62750672,26,101,primary,2/9/2022,6/9/2022,11933,500000,2
62848045,26,101,primary,3/7/2022,7/5/2022,14128,500000,2
62778111,26,101,primary,2/16/2022,3/18/2022,10721,860769,3
62766436,26,101,primary,2/13/2022,3/1/2022,9552,554023,3
62889258,26,101,primary,3/17/2022,3/18/2022,25000,2397500,3
62729710,26,101,secondary,2/3/2022,3/7/2022,13296,470000,1
62826403,26,101,primary,3/1/2022,6/29/2022,21074,883000,2
62903755,26,101,primary,3/22/2022,6/20/2022,10966,800000,4
62734950,26,101,primary,2/4/2022,3/6/2022,12748,648469,2
62908592,26,101,secondary,3/23/2022,4/22/2022,17500,665000,2
62754659,1004,101,secondary,2/9/2022,6/10/2022,10500,964845,2
62866634,1004,101,secondary,3/11/2022,6/9/2022,8299,489000,2
62853058,26,101,secondary,3/8/2022,7/6/2022,10887,577000,3
62766680,26,101,secondary,2/13/2022,3/15/2022,12704,389000,1
62884678,26,101,secondary,3/16/2022,4/3/2022,13408,729000,2
62890587,26,101,secondary,3/18/2022,3/29/2022,12195,850000,3
62833737,26,101,secondary,3/2/2022,3/21/2022,39067,6450000,4
62723676,26,101,secondary,2/1/2022,3/8/2022,16000,400000,1
62803405,1004,101,primary,2/22/2022,6/22/2022,9135,600000,3
62849723,26,101,secondary,3/7/2022,7/5/2022,9387,505000,2
62761357,26,101,primary,2/11/2022,3/13/2022,9690,542621,3
62935153,1004,101,primary,3/30/2022,6/28/2022,7500,323850,2
62808666,26,101,primary,2/23/2022,3/10/2022,9190,415939,2
62809820,26,101,secondary,2/23/2022,3/24/2022,8727,480000,3
62742469,26,101,primary,2/7/2022,4/8/2022,11481,1000000,3
62799606,26,101,secondary,2/21/2022,3/24/2022,14656,469000,1
62911152,26,101,secondary,3/23/2022,5/30/2022,12638,445000,2
62858678,1004,101,secondary,3/9/2022,4/12/2022,6970,345000,2
62756690,26,101,primary,2/10/2022,6/10/2022,13596,800000,3
62778700,26,101,primary,2/16/2022,3/18/2022,8765,902057,4
62818302,26,101,secondary,2/26/2022,4/7/2022,12549,969000,3
62845613,26,101,secondary,3/6/2022,4/5/2022,14571,1530000,3
62891273,1004,101,secondary,3/18/2022,5/11/2022,5769,255000,2
62848969,1004,101,secondary,3/7/2022,5/30/2022,8603,499000,2
62720675,26,101,primary,2/1/2022,7/1/2022,21379,956700,2
62789420,26,101,primary,2/18/2022,6/18/2022,22064,1300000,3
62742446,26,101,secondary,2/7/2022,3/23/2022,16118,1499000,4
62856992,26,101,secondary,3/9/2022,4/4/2022,26415,1399999,3
62779525,26,101,primary,2/16/2022,6/16/2022,14309,800000,3
62912856,26,101,secondary,3/24/2022,5/23/2022,11204,549000,2
62883839,26,101,secondary,3/16/2022,6/14/2022,14286,500000,2
62797240,26,101,secondary,2/21/2022,3/23/2022,12992,825000,3
62904042,26,101,primary,3/22/2022,6/20/2022,21567,900000,2
62727307,26,101,secondary,2/2/2022,4/12/2022,16111,580000,2
62829813,26,101,secondary,3/1/2022,3/31/2022,11621,810000,3
62904240,26,101,primary,3/22/2022,6/24/2022,13063,600000,2
62934913,26,101,secondary,3/30/2022,4/13/2022,13830,650000,3
62892197,26,101,primary,3/18/2022,6/16/2022,10300,800000,4
62797817,26,101,secondary,2/21/2022,6/21/2022,10246,625000,3
61605177,1004,101,primary,3/10/2021,6/29/2022,7400,435120,3
62720498,26,101,primary,2/1/2022,4/28/2022,10149,936728,4
62776576,26,101,secondary,2/15/2022,3/17/2022,14917,537000,2
62737166,26,101,secondary,2/4/2022,3/6/2022,11366,431900,2
61505951,26,101,secondary,2/12/2021,4/10/2022,14167,595000,2
61658886,1004,101,secondary,3/23/2021,4/21/2022,7419,549000,3
62886320,26,101,secondary,3/17/2022,4/14/2022,12364,680000,2
62776544,26,101,primary,2/15/2022,3/29/2022,11021,776989,3
62874311,26,101,secondary,3/14/2022,6/12/2022,14844,475000,2
62773691,26,101,secondary,2/15/2022,3/16/2022,11016,694000,3
62757942,26,101,secondary,2/10/2022,6/10/2022,12319,579000,2
62766275,26,101,secondary,2/13/2022,2/21/2022,13378,535000,2
62791089,1004,101,primary,2/18/2022,3/20/2022,7500,472875,3
62912533,26,101,secondary,3/24/2022,4/23/2022,16158,614000,2
62754839,26,101,primary,2/10/2022,6/10/2022,20730,1824200,3
62803808,26,101,secondary,2/22/2022,4/28/2022,14216,1450000,4
62844538,26,101,secondary,3/5/2022,7/3/2022,11458,550000,3
62935435,26,101,secondary,3/30/2022,4/21/2022,11981,629000,3
62764319,26,101,primary,2/12/2022,3/14/2022,17575,587000,2
62921952,26,101,secondary,3/27/2022,4/26/2022,16250,1690000,3
62799490,26,101,secondary,2/21/2022,2/22/2022,5917,355000,3
62911374,26,101,secondary,3/23/2022,4/12/2022,12283,459999,2
62725706,26,101,secondary,2/2/2022,4/3/2022,11302,434000,2
62889741,1004,101,secondary,3/17/2022,4/20/2022,6641,259000,2
62788766,26,101,primary,2/18/2022,3/20/2022,8867,539575,3
62774646,26,101,secondary,2/15/2022,2/25/2022,15828,1290000,4
62731177,1004,101,secondary,2/3/2022,3/5/2022,6594,309000,2
61551907,26,101,primary,2/25/2021,3/22/2022,8990,673261,3
62835261,26,101,secondary,3/3/2022,4/2/2022,15721,579000,2
62878294,1004,101,secondary,3/15/2022,6/16/2022,8304,399000,2
62745605,26,101,primary,2/7/2022,7/7/2022,10698,567000,3
62812222,26,101,secondary,2/24/2022,3/3/2022,13185,890000,3
62885113,26,101,primary,3/16/2022,4/16/2022,8596,490000,3
62899192,26,101,secondary,3/21/2022,5/20/2022,9652,419000,2
62906569,26,101,secondary,3/22/2022,6/24/2022,39792,9045810,4
61566342,26,101,secondary,3/1/2021,6/24/2022,18838,5708000,5
62834175,26,101,secondary,3/2/2022,5/4/2022,12566,710000,3
62910180,26,101,primary,3/23/2022,6/24/2022,12835,1192380,4
62900917,1004,101,secondary,3/21/2022,4/20/2022,7963,430000,3
62920186,26,101,secondary,3/26/2022,6/24/2022,20089,900000,2
62782578,26,101,secondary,2/17/2022,5/10/2022,11667,699999,2
62881934,26,101,secondary,3/16/2022,5/7/2022,9430,430000,2
62935096,1004,101,primary,3/30/2022,5/29/2022,7700,259336,2
62857959,1004,101,secondary,3/9/2022,5/12/2022,5390,500000,3
62747528,26,101,secondary,2/8/2022,4/9/2022,9939,834900,4
62924200,26,101,primary,3/28/2022,6/26/2022,15978,1075000,3
62936293,26,101,secondary,3/30/2022,5/9/2022,9652,777000,4
62864989,1004,101,primary,3/11/2022,6/9/2022,7111,704000,3
62848115,26,101,primary,3/7/2022,5/6/2022,15760,600000,2
62769246,26,101,secondary,2/14/2022,6/14/2022,12756,759000,3
62851121,26,101,secondary,3/7/2022,3/21/2022,12000,432000,2
62826300,26,101,primary,3/1/2022,6/29/2022,15138,700000,2
62856537,1004,101,primary,3/9/2022,7/7/2022,10000,928000,4
62870581,26,101,secondary,3/12/2022,4/11/2022,18402,449000,1
62911739,26,101,primary,3/24/2022,6/22/2022,10477,709325,4
62836645,26,101,secondary,3/3/2022,7/7/2022,11618,639000,2
62881851,26,101,secondary,3/16/2022,5/17/2022,11900,547519,2
62912270,1004,101,primary,3/24/2022,4/1/2022,8940,313000,2
62799936,26,101,secondary,2/21/2022,2/22/2022,8356,610000,3
62723598,26,101,secondary,2/1/2022,3/3/2022,11897,345000,1
62825233,26,101,primary,2/28/2022,3/30/2022,21254,972600,2
62751466,26,101,primary,2/9/2022,6/9/2022,14734,1000000,3
62794261,1004,101,secondary,2/20/2022,4/5/2022,6254,268000,2
62833152,26,101,primary,3/2/2022,3/18/2022,11404,593000,3
62926718,26,101,secondary,3/28/2022,6/26/2022,10225,500000,2
62934619,26,101,primary,3/30/2022,4/29/2022,9516,609000,4
62904286,26,101,primary,3/22/2022,6/20/2022,13641,900000,3
62749251,26,101,primary,2/8/2022,3/29/2022,12505,587000,2
62774378,26,101,primary,2/15/2022,3/17/2022,15476,652775,2
62826345,26,101,primary,3/1/2022,6/29/2022,25053,1182000,2
62923932,1004,101,secondary,3/28/2022,7/7/2022,4844,140000,1
62903193,26,101,secondary,3/22/2022,4/29/2022,9621,635000,3
62720478,26,101,secondary,2/1/2022,3/3/2022,13704,370000,1
61579023,26,101,secondary,3/3/2021,3/18/2021,12601,670000,2
61591053,26,101,secondary,3/6/2021,3/7/2021,6401,377000,3
61492218,26,101,primary,2/10/2021,2/15/2021,12057,841217,3
61550693,26,101,primary,2/24/2021,3/26/2021,4683,384000,3
61520098,26,101,secondary,2/17/2021,3/19/2021,9838,670000,3
61569164,26,101,secondary,3/1/2021,3/27/2021,12379,359000,1
61554046,26,101,secondary,2/25/2021,3/27/2021,11879,860000,3
61466731,26,101,primary,2/3/2021,3/4/2021,11324,679445,3
61513038,26,101,secondary,2/15/2021,3/11/2021,12500,375000,1
61517871,26,101,secondary,2/16/2021,2/19/2021,10260,355000,1
61490804,26,101,secondary,2/9/2021,3/11/2021,9107,785000,7
61513297,26,101,secondary,2/15/2021,2/18/2021,11988,959000,3
61645050,26,101,primary,3/19/2021,3/24/2021,11435,523161,2
61470686,26,101,primary,2/4/2021,3/4/2021,10508,967160,4
61482973,26,101,primary,2/7/2021,2/9/2021,7554,483000,3
61464905,26,101,primary,2/2/2021,3/4/2021,8848,519800,3
61594758,1004,101,secondary,3/8/2021,3/18/2021,6133,276000,2
61496083,26,101,primary,2/10/2021,3/5/2021,11600,715952,3
61473466,26,101,secondary,2/4/2021,2/18/2021,8754,534000,2
61621172,26,101,primary,3/14/2021,3/17/2021,11332,486831,2
61496925,26,101,secondary,2/11/2021,3/23/2021,10189,540000,3
61489904,26,101,secondary,2/9/2021,3/2/2021,18374,999000,2
61609250,26,101,secondary,3/11/2021,3/30/2021,8095,425000,2
61493938,26,101,primary,2/10/2021,7/8/2021,14831,412600,1
61492174,26,101,secondary,2/10/2021,2/17/2021,11429,1800000,5
61590874,26,101,secondary,3/6/2021,3/7/2021,16634,845000,2
61460551,26,101,primary,2/2/2021,3/4/2021,12343,499629,2
61521733,26,101,primary,2/17/2021,3/19/2021,9523,997785,5
61493350,1004,101,secondary,2/10/2021,3/12/2021,5847,279500,2
61472832,26,101,primary,2/4/2021,2/4/2021,10418,429000,2
61519700,26,101,secondary,2/17/2021,3/23/2021,12111,545000,2
61485339,26,101,primary,2/8/2021,2/18/2021,10799,673973,3
61482926,26,101,secondary,2/7/2021,3/9/2021,12792,910000,3
61618525,26,101,secondary,3/13/2021,3/26/2021,15478,1129900,3
61524450,26,101,secondary,2/18/2021,3/26/2021,8069,459950,3
61580115,26,101,primary,3/4/2021,3/28/2021,12231,629781,2
61460684,26,101,secondary,2/2/2021,2/7/2021,12815,865000,3
61610138,26,101,primary,3/11/2021,3/12/2021,11332,511536,2
61564123,26,101,secondary,2/28/2021,3/30/2021,10114,649000,3
61489527,1004,101,primary,2/9/2021,2/23/2021,7895,215625,1
61562776,26,101,primary,2/28/2021,3/30/2021,10089,773602,3
61459452,26,101,secondary,2/1/2021,3/4/2021,11607,325000,1
61556390,26,101,primary,2/26/2021,3/28/2021,8416,749000,4
61497766,26,101,primary,2/11/2021,3/13/2021,6613,410000,4
61476852,26,101,secondary,2/5/2021,2/24/2021,12500,299990,1
61627247,26,101,secondary,3/15/2021,3/17/2021,9500,779000,3
61483605,1004,101,secondary,2/8/2021,2/15/2021,5900,295000,3
61480813,26,101,primary,2/6/2021,3/8/2021,37273,6411000,4
61551095,26,101,secondary,2/24/2021,3/29/2021,10192,530000,4
61527524,26,101,secondary,2/18/2021,3/23/2021,10524,490000,3
62887288,26,101,primary,3/17/2022,4/16/2022,9516,609000,4
62791247,26,101,primary,2/18/2022,3/29/2022,13981,727000,3
62933610,26,101,secondary,3/30/2022,6/28/2022,12121,599000,2
62832010,1004,101,secondary,3/2/2022,4/1/2022,8563,439000,3
62927287,1004,101,secondary,3/29/2022,4/2/2022,7365,275000,2
62847271,26,101,secondary,3/7/2022,3/14/2022,11114,738000,3
62904138,26,101,primary,3/22/2022,6/20/2022,18829,1100000,3
62923418,26,101,primary,3/28/2022,4/1/2022,9780,518356,3
62904753,26,101,secondary,3/22/2022,4/21/2022,20216,748000,2
62762182,26,101,secondary,2/11/2022,3/25/2022,13327,729000,3
62875988,26,101,secondary,3/14/2022,6/12/2022,13500,810000,3
62773188,26,101,secondary,2/15/2022,6/16/2022,14073,850000,3
62826331,26,101,primary,3/1/2022,6/29/2022,20641,870000,2
62821043,26,101,secondary,2/27/2022,5/10/2022,19789,750000,1
62856228,26,101,secondary,3/9/2022,7/7/2022,18926,899000,2
62740514,26,101,primary,2/6/2022,4/7/2022,13106,458700,2
62749321,26,101,secondary,2/8/2022,3/25/2022,8710,540000,3
62770405,26,101,primary,2/14/2022,3/28/2022,12000,1155840,4
62845085,26,101,secondary,3/5/2022,4/4/2022,11211,639000,3
62854828,1004,101,secondary,3/8/2022,6/15/2022,10811,400000,2
62903556,26,101,primary,3/22/2022,5/21/2022,16356,500000,2
62799250,26,101,secondary,2/21/2022,2/22/2022,6080,349000,3
62773598,26,101,primary,2/15/2022,6/16/2022,5649,654000,5
62799855,26,101,secondary,2/21/2022,4/28/2022,7047,599000,3
62720683,26,101,primary,2/1/2022,3/3/2022,17901,1061000,3
62920490,26,101,primary,3/26/2022,3/29/2022,19543,899000,2
62740975,26,101,secondary,2/6/2022,6/29/2022,11786,495000,2
62914315,26,101,primary,3/24/2022,5/23/2022,13248,600000,2
62842775,26,101,primary,3/4/2022,4/3/2022,10700,664363,4
62888885,26,101,secondary,3/17/2022,4/16/2022,16719,1070000,3
62903775,26,101,primary,3/22/2022,6/20/2022,11619,800000,3
62821329,26,101,secondary,2/27/2022,5/29/2022,16333,980000,3
62797629,26,101,secondary,2/21/2022,6/21/2022,13617,660000,3
62794062,26,101,secondary,2/20/2022,3/22/2022,17358,624900,2
62923269,26,101,secondary,3/28/2022,4/11/2022,10771,475000,2
62739224,26,101,secondary,2/5/2022,3/7/2022,9553,449000,3
62723391,26,101,secondary,2/1/2022,6/2/2022,17565,645000,2
62813819,26,101,secondary,2/24/2022,6/24/2022,14946,660000,2
62736582,26,101,secondary,2/4/2022,2/11/2022,12224,599000,2
62799269,26,101,secondary,2/21/2022,2/25/2022,7223,900000,5
62799684,26,101,secondary,2/21/2022,2/22/2022,9220,461000,2
62800002,26,101,secondary,2/21/2022,4/28/2022,9200,460000,2
62862775,26,101,secondary,3/10/2022,4/20/2022,12703,766000,3
62893398,26,101,primary,3/18/2022,3/23/2022,14071,239200,1
62727852,26,101,secondary,2/2/2022,7/2/2022,10831,1343000,2
62797668,26,101,secondary,2/21/2022,2/23/2022,16411,919000,3
62868087,26,101,secondary,3/11/2022,6/11/2022,20379,430000,1
62929921,26,101,primary,3/29/2022,5/12/2022,10819,568435,3
62773970,26,101,secondary,2/15/2022,2/27/2022,13989,398000,1
62756156,26,101,secondary,2/10/2022,2/28/2022,12451,598500,3
62892886,26,101,secondary,3/18/2022,6/16/2022,9525,558000,3
62743567,26,101,secondary,2/7/2022,3/9/2022,9146,375000,2
62743815,26,101,secondary,2/7/2022,5/20/2022,14015,960000,4
62799835,26,101,secondary,2/21/2022,4/28/2022,8915,419000,2
62850090,26,101,secondary,3/7/2022,7/5/2022,11700,585000,2
62903905,26,101,primary,3/22/2022,6/20/2022,11690,700000,3
62873878,26,101,secondary,3/14/2022,7/3/2022,19349,3950000,4
62799923,26,101,secondary,2/21/2022,4/28/2022,7604,365000,2
62741169,26,101,secondary,2/6/2022,3/14/2022,12472,449000,2
62900066,26,101,secondary,3/21/2022,4/5/2022,16285,995000,2
62751418,26,101,primary,2/9/2022,4/10/2022,16124,500000,2
62756715,26,101,primary,2/10/2022,6/11/2022,14271,1100000,4
62873766,1004,101,secondary,3/14/2022,6/12/2022,8706,439500,2
62797675,26,101,primary,2/21/2022,3/29/2022,14322,644051,2
62893493,26,101,secondary,3/18/2022,4/5/2022,12505,619000,2
62733252,1004,101,secondary,2/3/2022,7/3/2022,7000,259000,2
62875956,26,101,secondary,3/14/2022,6/2/2022,20040,2200000,4
62733124,26,101,secondary,2/3/2022,5/31/2022,12521,810000,4
62819852,1004,101,secondary,2/26/2022,5/16/2022,6489,369900,2
62750841,1004,101,primary,2/9/2022,2/28/2022,7809,471492,4
62879078,26,101,secondary,3/15/2022,6/13/2022,14767,399000,1
62917454,26,101,secondary,3/25/2022,4/4/2022,21379,620000,1
62882654,1004,101,primary,3/16/2022,4/15/2022,7477,381350,3
62776725,26,101,secondary,2/15/2022,5/10/2022,18136,1520000,3
62776228,26,101,primary,2/15/2022,6/15/2022,16327,600000,2
62928277,26,101,secondary,3/29/2022,4/28/2022,16500,990000,2
62851540,26,101,secondary,3/7/2022,4/3/2022,17316,329000,1
62757228,26,101,primary,2/10/2022,6/10/2022,15460,600000,2
62913775,26,101,secondary,3/24/2022,4/6/2022,10482,413000,2
62787075,26,101,secondary,2/18/2022,3/2/2022,17672,2050000,4
62791578,26,101,secondary,2/19/2022,3/9/2022,16216,827000,2
62799487,26,101,secondary,2/21/2022,2/22/2022,10288,535000,2
62923070,26,101,secondary,3/27/2022,4/26/2022,19403,1300000,3
62745995,26,101,primary,2/8/2022,3/10/2022,9090,783831,2
62905475,1004,101,secondary,3/22/2022,4/21/2022,8557,363000,2
62809904,26,101,secondary,2/23/2022,6/23/2022,12576,415000,1
62867387,26,101,secondary,3/11/2022,6/9/2022,12505,580000,2
62886920,26,101,primary,3/17/2022,4/16/2022,8836,553130,3
62850202,26,101,primary,3/7/2022,7/5/2022,10550,669186,2
62750066,26,101,primary,2/8/2022,3/2/2022,10110,526739,3
62883562,26,101,primary,3/16/2022,5/9/2022,11904,790694,2
62779501,26,101,primary,2/16/2022,6/16/2022,14213,700000,2
62737611,26,101,secondary,2/5/2022,4/13/2022,15000,360000,1
62749241,26,101,primary,2/8/2022,3/29/2022,13287,578000,2
62903576,26,101,primary,3/22/2022,6/20/2022,11734,800000,3
62879301,26,101,secondary,3/15/2022,3/23/2022,11342,600000,3
62931391,26,101,secondary,3/29/2022,4/22/2022,13000,325000,1
62764317,26,101,secondary,2/12/2022,3/14/2022,14444,390000,1
62771367,26,101,primary,2/14/2022,6/14/2022,31500,6831720,7
62922378,26,101,secondary,3/27/2022,5/31/2022,15375,1230000,3
62748457,1004,101,secondary,2/8/2022,3/10/2022,11596,545000,2
62905786,26,101,primary,3/22/2022,5/21/2022,25156,3100000,5
62927677,26,101,primary,3/29/2022,4/28/2022,9962,518000,3
62746886,26,101,secondary,2/8/2022,6/22/2022,23440,2555000,4
62901405,26,101,secondary,3/21/2022,4/5/2022,15714,660000,2
62902406,1004,101,secondary,3/22/2022,4/7/2022,6571,230000,1
62749222,1004,101,primary,2/8/2022,2/28/2022,7500,483900,4
62841874,26,101,secondary,3/4/2022,3/25/2022,10588,449999,2
62857132,26,101,secondary,3/9/2022,4/9/2022,17500,1190000,3
62740097,26,101,primary,2/6/2022,3/8/2022,8761,424579,2
62856546,1004,101,primary,3/9/2022,7/7/2022,12500,476250,1
62777039,26,101,secondary,2/16/2022,2/18/2022,13730,519000,2
62773669,1004,101,secondary,2/15/2022,6/30/2022,996,75000,3
62772003,26,101,secondary,2/15/2022,3/23/2022,13970,1900000,4
62799417,26,101,secondary,2/21/2022,2/22/2022,8608,365000,2
62752896,26,101,secondary,2/9/2022,5/4/2022,15439,975000,3
62844991,26,101,secondary,3/5/2022,3/22/2022,11206,790000,3
62934775,26,101,primary,3/30/2022,4/29/2022,19781,2525000,5
62866791,26,101,secondary,3/11/2022,4/10/2022,13809,649000,3
62835221,26,101,secondary,3/3/2022,7/1/2022,12440,933000,2
62771720,26,101,primary,2/14/2022,5/15/2022,16100,676200,2
62793078,1004,101,primary,2/19/2022,4/22/2022,7642,470000,3
62840192,1004,101,primary,3/4/2022,5/2/2022,9812,699000,3
62757256,26,101,primary,2/10/2022,6/10/2022,14444,600000,2
62731983,1004,101,primary,2/3/2022,7/3/2022,8158,600000,3
62796651,26,101,secondary,2/21/2022,3/23/2022,13636,750000,2
